Transaction_ID,Source_Account,Destination_Account,Amount,Date
T003920,AC00013,AC02112,18334,09-01-2026
T003921,AC00197,AC02327,269811,24-05-2026
T003922,AC02465,AC02054,199888,10-12-2024
T003923,AC00663,AC00540,99000,02-12-2025
T003924,AC00126,AC01297,390521,24-01-2026
T003925,AC00034,AC00077,83099,23-04-2026
T003926,AC00841,AC00735,351208,12-09-2024
T003927,AC00973,AC01698,324282,09-11-2024
T003928,AC00579,AC00417,342653,21-11-2024
T003929,AC00819,AC01536,197120,09-11-2024
T003930,AC00345,AC00488,138136,27-06-2024
T003931,AC01254,AC01031,257708,07-04-2025
T003932,AC02279,AC00734,178452,26-09-2024
T003933,AC00204,AC02236,292348,15-12-2024
T003934,AC01024,AC01124,431404,26-02-2026
T003935,AC00829,AC01460,213835,07-09-2024
T003936,AC00403,AC01928,308867,06-03-2025
T003937,AC01159,AC00278,445144,07-03-2026
T003938,AC01747,AC00650,436074,22-10-2024
T003939,AC01996,AC02353,57337,06-12-2025
T003940,AC01616,AC00245,384286,21-01-2026
T003941,AC00431,AC01721,293757,13-09-2024
T003942,AC01733,AC00286,460981,17-09-2024
T003943,AC02148,AC01767,170858,03-06-2024
T003944,AC02111,AC01509,470836,12-04-2025
T003945,AC00767,AC01018,60306,13-08-2025
T003946,AC02339,AC02236,66885,23-08-2025
T003947,AC01394,AC00077,116604,14-03-2025
T003948,AC01515,AC02006,80807,18-06-2024
T003949,AC01011,AC00642,145465,09-10-2025
T003950,AC01646,AC02303,308982,16-07-2024
T003951,AC02241,AC00695,13158,23-07-2025
T003952,AC01357,AC00936,179844,04-10-2024
T003953,AC01741,AC00749,140771,22-10-2024
T003954,AC00780,AC00117,268093,11-01-2026
T003955,AC01159,AC00852,328758,27-06-2024
T003956,AC02304,AC00353,81135,13-11-2025
T003957,AC01497,AC01975,183507,24-06-2024
T003958,AC00166,AC00382,370514,16-10-2025
T003959,AC01104,AC01349,248808,18-12-2024
T003960,AC02191,AC00686,422090,18-10-2024
T003961,AC01422,AC02324,302542,21-04-2025
T003962,AC00684,AC01051,129162,15-12-2025
T003963,AC01121,AC02168,151446,04-11-2025
T003964,AC00578,AC00116,474414,16-08-2025
T003965,AC02118,AC01201,412219,19-03-2025
T003966,AC02223,AC00517,489378,23-07-2025
T003967,AC02073,AC00016,293283,15-11-2025
T003968,AC01015,AC00811,491454,20-04-2025
T003969,AC01471,AC00769,369333,25-02-2025
T003970,AC00952,AC02272,461038,03-07-2024
T003971,AC00269,AC02470,52400,05-10-2025
T003972,AC01057,AC01629,295030,30-12-2024
T003973,AC00356,AC01897,222842,16-11-2024
T003974,AC00171,AC00713,57096,21-03-2025
T003975,AC02367,AC02134,498089,03-04-2026
T003976,AC01147,AC00206,457093,05-01-2026
T003977,AC01141,AC02286,235317,11-01-2025
T003978,AC00751,AC00825,242172,13-04-2025
T003979,AC00542,AC01438,79572,08-01-2025
T003980,AC01705,AC02444,229338,19-05-2025
T003981,AC00609,AC01701,308268,10-03-2025
T003982,AC01724,AC00302,486131,28-07-2024
T003983,AC02219,AC02239,319064,25-04-2025
T003984,AC00172,AC00575,145690,12-10-2025
T003985,AC01677,AC01813,263423,21-01-2025
T003986,AC01311,AC00606,27663,05-08-2024
T003987,AC01438,AC00472,35240,18-04-2025
T003988,AC01313,AC00512,1090,19-09-2025
T003989,AC00029,AC00399,263454,29-07-2025
T003990,AC01617,AC01756,144077,02-02-2026
T003991,AC01421,AC02448,442091,04-02-2025
T003992,AC01701,AC00632,355811,01-12-2024
T003993,AC00962,AC00659,200293,24-09-2024
T003994,AC00473,AC01802,62795,01-04-2026
T003995,AC01928,AC01652,94313,17-05-2025
T003996,AC01666,AC02380,429822,02-08-2024
T003997,AC00423,AC01116,294725,11-12-2025
T003998,AC02280,AC00454,379435,27-07-2024
T003999,AC02271,AC00581,371653,07-06-2025
T004000,AC00542,AC00175,450346,05-08-2025
T004001,AC01709,AC00817,397357,21-06-2024
T004002,AC01546,AC01975,340764,31-05-2024
T004003,AC01367,AC00635,415113,09-01-2025
T004004,AC00353,AC00244,107898,21-10-2024
T004005,AC02083,AC02369,114458,20-10-2024
T004006,AC00957,AC01664,215086,25-01-2026
T004007,AC01567,AC02308,238933,01-12-2024
T004008,AC01449,AC02088,257779,13-07-2025
T004009,AC00176,AC00937,276870,26-12-2024
T004010,AC02181,AC00278,103991,04-05-2025
T004011,AC00804,AC00410,79551,27-05-2025
T004012,AC02065,AC01393,191532,11-10-2024
T004013,AC02317,AC00513,252605,27-06-2024
T004014,AC00060,AC00658,161990,22-05-2025
T004015,AC01920,AC01956,297737,31-10-2024
T004016,AC00884,AC00023,381618,23-02-2026
T004017,AC01460,AC00304,302383,12-11-2025
T004018,AC01455,AC01756,190639,07-11-2024
T004019,AC00669,AC00043,55282,19-10-2025
T004020,AC01486,AC02456,374638,17-03-2025
T004021,AC00804,AC01347,465371,28-05-2025
T004022,AC01150,AC00682,212057,22-01-2025
T004023,AC01808,AC02425,455608,01-07-2025
T004024,AC01252,AC00913,427262,26-11-2024
T004025,AC00112,AC01216,11169,17-09-2025
T004026,AC00885,AC00083,281080,24-06-2025
T004027,AC01775,AC02429,194210,06-12-2024
T004028,AC00513,AC01925,482013,21-12-2025
T004029,AC00166,AC00135,498011,24-06-2024
T004030,AC01797,AC02081,88994,21-05-2026
T004031,AC00805,AC00998,412798,23-09-2025
T004032,AC02110,AC00118,364080,12-06-2025
T004033,AC01352,AC01240,216152,20-11-2024
T004034,AC00391,AC01844,115882,29-01-2026
T004035,AC00069,AC00082,361697,16-09-2025
T004036,AC00748,AC00044,495541,25-09-2024
T004037,AC01168,AC01250,204852,19-12-2025
T004038,AC01317,AC02328,92162,14-01-2025
T004039,AC02041,AC01362,132657,30-08-2025
T004040,AC01292,AC00440,21065,03-12-2025
T004041,AC02040,AC00661,223807,28-11-2024
T004042,AC00139,AC01588,153777,11-07-2024
T004043,AC02355,AC00011,57260,28-03-2026
T004044,AC01145,AC02409,382623,12-11-2024
T004045,AC01079,AC00887,141968,25-02-2025
T004046,AC00587,AC01793,464264,07-06-2024
T004047,AC00434,AC01976,229179,25-05-2025
T004048,AC01725,AC02130,437130,21-03-2025
T004049,AC00785,AC00345,314624,16-01-2025
T004050,AC00158,AC00124,169036,14-04-2025
T004051,AC00977,AC00721,499609,04-03-2026
T004052,AC00711,AC00793,467560,13-11-2025
T004053,AC01933,AC02256,307867,07-01-2025
T004054,AC01466,AC01329,493190,16-07-2025
T004055,AC01769,AC01347,427688,07-11-2025
T004056,AC01139,AC01870,376362,06-06-2024
T004057,AC02033,AC01490,449754,23-10-2024
T004058,AC02392,AC01763,152786,23-05-2026
T004059,AC02464,AC00267,10002,15-01-2026
T004060,AC00958,AC01534,11706,21-09-2025
T004061,AC02395,AC01536,224418,02-03-2025
T004062,AC01115,AC00168,373012,10-09-2024
T004063,AC01028,AC01051,246391,15-10-2025
T004064,AC01485,AC01785,432103,07-02-2026
T004065,AC00859,AC00538,258090,15-10-2025
T004066,AC02351,AC00827,223111,19-09-2025
T004067,AC02267,AC02079,75106,09-01-2026
T004068,AC00751,AC02133,392902,03-02-2025
T004069,AC01278,AC00813,296015,19-06-2024
T004070,AC01282,AC01483,253380,01-07-2024
T004071,AC00623,AC01061,204897,01-04-2025
T004072,AC01304,AC00507,184547,08-11-2024
T004073,AC01314,AC01460,388351,14-09-2024
T004074,AC01080,AC01938,14034,09-11-2025
T004075,AC00799,AC01336,43065,25-05-2025
T004076,AC01723,AC02029,424913,30-12-2024
T004077,AC01810,AC01700,104033,21-06-2024
T004078,AC02481,AC02310,295682,25-11-2025
T004079,AC01455,AC00436,234363,09-09-2025
T004080,AC00423,AC00217,395282,23-04-2025
T004081,AC00788,AC02431,85925,15-12-2025
T004082,AC01869,AC00907,132169,31-07-2024
T004083,AC00348,AC01463,280709,23-02-2025
T004084,AC01650,AC01280,133643,21-10-2024
T004085,AC01746,AC00828,410982,22-03-2026
T004086,AC01732,AC00808,208672,25-09-2024
T004087,AC02379,AC00094,57756,30-04-2025
T004088,AC01105,AC01926,9539,01-02-2025
T004089,AC01686,AC00707,107642,12-09-2024
T004090,AC01052,AC00451,301646,05-12-2025
T004091,AC01441,AC01844,234291,24-08-2024
T004092,AC00799,AC01648,341242,08-09-2024
T004093,AC01487,AC02464,439284,16-10-2025
T004094,AC01552,AC00367,80029,21-06-2025
T004095,AC02212,AC01473,75834,13-08-2024
T004096,AC01996,AC00356,300284,25-10-2025
T004097,AC00207,AC00278,274694,31-01-2025
T004098,AC01096,AC00824,444365,02-01-2026
T004099,AC01754,AC00488,361042,21-11-2024
T004100,AC00959,AC01188,169332,06-12-2025
T004101,AC01372,AC01836,326943,20-01-2026
T004102,AC00536,AC01241,109399,03-03-2025
T004103,AC00277,AC02314,264590,17-11-2025
T004104,AC01178,AC02293,107838,07-07-2024
T004105,AC00420,AC00406,73233,22-08-2024
T004106,AC01890,AC01670,453791,05-01-2025
T004107,AC00280,AC01435,350046,15-09-2025
T004108,AC02089,AC02281,259416,27-01-2026
T004109,AC01989,AC01772,380946,30-06-2025
T004110,AC02231,AC01130,15868,15-08-2024
T004111,AC01597,AC01967,335038,09-03-2025
T004112,AC01914,AC01727,93677,05-05-2026
T004113,AC00784,AC00078,348261,24-10-2024
T004114,AC01548,AC00827,280716,07-12-2024
T004115,AC02132,AC02128,366378,18-01-2026
T004116,AC01525,AC00420,140989,25-10-2025
T004117,AC00313,AC00402,23391,27-08-2025
T004118,AC00182,AC01281,73658,30-04-2025
T004119,AC00873,AC00548,401227,19-06-2025
T004120,AC01958,AC02369,444218,22-04-2025
T004121,AC02173,AC02021,498957,07-07-2025
T004122,AC01363,AC01305,239366,11-03-2025
T004123,AC00726,AC01947,300501,29-01-2026
T004124,AC01821,AC00517,210134,26-02-2026
T004125,AC01198,AC00863,404425,12-01-2026
T004126,AC00750,AC01152,7183,04-09-2025
T004127,AC00626,AC02147,149754,14-11-2025
T004128,AC00334,AC02259,36268,24-02-2025
T004129,AC01638,AC02073,115377,23-08-2024
T004130,AC01570,AC00944,287082,29-11-2025
T004131,AC00967,AC02363,124863,11-02-2025
T004132,AC00506,AC01709,139442,12-02-2026
T004133,AC00246,AC00042,336038,02-03-2026
T004134,AC01909,AC00222,189823,27-02-2026
T004135,AC00007,AC00275,126395,13-12-2024
T004136,AC02275,AC01216,246366,13-03-2026
T004137,AC00042,AC00718,147428,12-09-2025
T004138,AC01662,AC01813,201930,07-11-2025
T004139,AC00503,AC02258,2014,24-12-2024
T004140,AC00408,AC02443,120883,22-08-2025
T004141,AC01536,AC00603,39590,29-03-2025
T004142,AC01620,AC00933,483049,11-10-2025
T004143,AC00914,AC00774,37916,24-12-2025
T004144,AC01081,AC01005,201504,06-12-2024
T004145,AC00640,AC02407,220128,08-02-2025
T004146,AC00951,AC01238,453865,30-03-2025
T004147,AC01397,AC02160,247360,15-05-2025
T004148,AC01331,AC01598,387377,18-02-2026
T004149,AC01546,AC00405,264873,06-03-2026
T004150,AC02292,AC00126,138888,21-10-2024
T004151,AC02354,AC02404,24414,14-04-2025
T004152,AC01254,AC01451,161130,31-05-2025
T004153,AC00750,AC01100,165996,05-12-2024
T004154,AC02372,AC00020,151666,02-01-2025
T004155,AC00932,AC00191,70687,02-03-2025
T004156,AC01324,AC00344,436638,13-09-2025
T004157,AC00046,AC01098,47040,19-06-2024
T004158,AC00041,AC00135,275457,05-09-2024
T004159,AC02058,AC02246,402996,18-12-2025
T004160,AC00094,AC01529,460931,26-04-2026
T004161,AC00418,AC00351,34395,22-07-2025
T004162,AC02075,AC02141,197651,01-07-2024
T004163,AC01394,AC00106,359524,12-06-2024
T004164,AC01120,AC00741,336113,20-11-2025
T004165,AC01065,AC02109,439624,19-04-2025
T004166,AC00687,AC00792,185368,30-01-2026
T004167,AC00382,AC01007,305169,20-07-2025
T004168,AC02373,AC00670,491358,13-07-2025
T004169,AC01143,AC02191,293189,28-04-2025
T004170,AC00693,AC00991,319825,18-01-2025
T004171,AC02010,AC02269,351177,14-02-2025
T004172,AC00683,AC00745,428055,04-05-2025
T004173,AC00397,AC00710,288813,08-02-2025
T004174,AC00449,AC00795,68127,02-11-2024
T004175,AC01997,AC00056,433514,21-07-2025
T004176,AC01644,AC01826,374663,30-03-2026
T004177,AC02122,AC01673,229524,11-05-2026
T004178,AC01109,AC02390,366117,28-04-2025
T004179,AC00614,AC01145,423797,24-08-2025
T004180,AC01034,AC00303,325886,26-08-2024
T004181,AC01104,AC00213,221692,20-02-2025
T004182,AC00028,AC00851,328478,06-05-2026
T004183,AC00955,AC01237,27423,15-03-2026
T004184,AC02098,AC02431,280122,20-12-2024
T004185,AC01070,AC01309,241555,30-06-2025
T004186,AC00863,AC01908,237510,03-03-2025
T004187,AC01006,AC01434,284014,01-10-2025
T004188,AC00657,AC01864,248610,06-12-2024
T004189,AC01314,AC01838,256271,20-02-2026
T004190,AC00764,AC00937,47357,10-05-2026
T004191,AC01797,AC01073,96467,17-01-2025
T004192,AC00654,AC02321,304343,24-06-2025
T004193,AC02369,AC01221,119550,31-08-2025
T004194,AC00606,AC01640,62295,22-02-2026
T004195,AC00609,AC00764,281579,27-11-2024
T004196,AC00112,AC00336,236435,29-09-2024
T004197,AC01043,AC01793,469996,20-12-2024
T004198,AC00009,AC02196,73762,28-05-2025
T004199,AC01897,AC00452,293193,17-08-2024
T004200,AC01748,AC00427,217282,23-04-2025
T004201,AC00489,AC02081,475796,24-05-2026
T004202,AC00657,AC00554,381098,25-04-2026
T004203,AC00564,AC00515,175230,04-05-2025
T004204,AC01709,AC01920,165220,17-01-2025
T004205,AC02220,AC00277,488600,28-07-2024
T004206,AC01097,AC02079,88969,16-12-2025
T004207,AC02345,AC01401,240156,29-11-2024
T004208,AC02321,AC01642,279951,10-01-2026
T004209,AC01149,AC00009,229274,28-07-2025
T004210,AC00828,AC02446,26780,22-10-2025
T004211,AC00892,AC00367,110550,04-02-2025
T004212,AC01109,AC00945,455814,15-05-2025
T004213,AC00700,AC01753,229311,07-11-2025
T004214,AC00689,AC00511,13844,08-05-2025
T004215,AC01177,AC01558,115914,07-10-2024
T004216,AC01226,AC00585,398618,11-03-2026
T004217,AC01341,AC01609,18219,27-05-2026
T004218,AC00148,AC01091,37081,03-12-2025
T004219,AC02414,AC01272,33314,22-04-2025
T004220,AC02102,AC01226,262280,10-02-2026
T004221,AC01183,AC01955,350846,30-05-2026
T004222,AC01345,AC01295,29408,14-05-2026
T004223,AC01442,AC02158,491000,20-04-2025
T004224,AC00655,AC00429,206500,18-03-2025
T004225,AC00488,AC00573,69535,20-12-2025
T004226,AC00967,AC00800,17566,28-12-2025
T004227,AC00113,AC01019,346417,18-06-2025
T004228,AC00518,AC01612,464351,12-08-2025
T004229,AC01409,AC01391,47943,19-06-2024
T004230,AC02375,AC01020,106693,07-05-2026
T004231,AC01248,AC00145,456512,22-12-2024
T004232,AC00610,AC02125,68469,30-04-2026
T004233,AC02079,AC00073,349584,27-08-2024
T004234,AC02295,AC00146,139478,30-01-2026
T004235,AC00215,AC01870,265496,31-12-2024
T004236,AC01218,AC02342,431342,27-06-2024
T004237,AC01718,AC01378,326798,29-06-2024
T004238,AC02426,AC00723,382274,16-12-2024
T004239,AC02378,AC01968,92315,22-12-2025
T004240,AC01807,AC01681,388035,24-08-2025
T004241,AC00361,AC01545,73960,18-03-2026
T004242,AC01838,AC01138,355995,23-03-2025
T004243,AC00356,AC00392,68858,06-12-2025
T004244,AC01691,AC01744,350262,04-01-2025
T004245,AC01096,AC01801,116683,09-03-2025
T004246,AC01738,AC00652,189967,22-08-2024
T004247,AC01305,AC01371,205878,05-08-2025
T004248,AC01046,AC00261,481603,11-04-2025
T004249,AC00852,AC00965,496762,28-11-2024
T004250,AC01073,AC00730,121717,22-10-2025
T004251,AC02147,AC01730,267978,26-09-2025
T004252,AC02035,AC01803,30545,28-05-2025
T004253,AC00539,AC01330,279674,02-07-2025
T004254,AC00958,AC01496,181209,31-08-2025
T004255,AC00191,AC01520,483722,16-11-2025
T004256,AC01128,AC00091,259877,20-09-2025
T004257,AC02295,AC02136,256768,03-09-2024
T004258,AC00766,AC01009,467246,05-08-2025
T004259,AC01792,AC02361,267906,01-12-2024
T004260,AC02262,AC00698,80242,23-07-2025
T004261,AC00098,AC00567,316126,02-11-2025
T004262,AC02342,AC01519,462844,17-03-2026
T004263,AC00109,AC01367,190838,17-04-2026
T004264,AC01597,AC02417,136662,03-01-2026
T004265,AC02499,AC00037,195853,21-02-2025
T004266,AC00980,AC02476,358966,04-08-2024
T004267,AC01333,AC00052,113014,04-01-2026
T004268,AC02457,AC01152,317227,22-11-2024
T004269,AC00011,AC02147,57532,06-11-2025
T004270,AC02144,AC00031,126145,16-03-2026
T004271,AC02224,AC01323,109899,28-09-2025
T004272,AC02017,AC01943,377414,22-07-2025
T004273,AC02155,AC00103,299121,13-06-2024
T004274,AC01269,AC01367,160077,27-05-2025
T004275,AC00702,AC01355,112933,10-07-2025
T004276,AC02070,AC00750,52545,15-12-2024
T004277,AC00561,AC00271,315027,02-03-2025
T004278,AC01647,AC00004,8463,10-12-2025
T004279,AC00032,AC02387,285913,08-06-2025
T004280,AC01980,AC01895,205748,28-08-2025
T004281,AC00551,AC02024,451550,28-05-2026
T004282,AC02307,AC00480,63649,22-07-2024
T004283,AC00366,AC01771,233161,14-05-2025
T004284,AC02099,AC01646,471736,31-05-2025
T004285,AC01846,AC02262,110752,07-05-2026
T004286,AC02261,AC01242,329993,15-02-2026
T004287,AC01863,AC00354,336814,22-06-2025
T004288,AC01244,AC00935,33543,21-03-2026
T004289,AC01621,AC01635,146651,13-07-2024
T004290,AC01872,AC01745,453228,10-01-2025
T004291,AC02320,AC01959,140108,03-05-2025
T004292,AC01728,AC00444,90961,10-06-2025
T004293,AC00201,AC01556,263738,27-03-2025
T004294,AC01816,AC01609,380938,05-09-2024
T004295,AC00980,AC00281,28210,19-02-2026
T004296,AC01778,AC02103,274645,16-03-2026
T004297,AC01256,AC02489,477612,14-03-2025
T004298,AC01968,AC01246,89181,18-02-2026
T004299,AC02206,AC01870,194198,14-03-2025
T004300,AC02119,AC02440,133769,26-08-2025
T004301,AC02454,AC01729,494209,24-12-2025
T004302,AC00620,AC00112,32305,23-10-2024
T004303,AC01480,AC00759,73584,28-12-2024
T004304,AC00032,AC01525,413320,08-03-2025
T004305,AC01806,AC00808,227341,04-03-2026
T004306,AC01870,AC00852,353868,07-03-2026
T004307,AC00713,AC00013,146946,20-09-2025
T004308,AC00231,AC01679,467588,30-05-2024
T004309,AC01738,AC00803,113704,01-03-2025
T004310,AC02423,AC00798,304382,20-03-2026
T004311,AC02477,AC02251,185683,03-06-2025
T004312,AC00140,AC01773,309047,12-12-2025
T004313,AC00103,AC00988,190423,07-01-2026
T004314,AC00582,AC01209,399116,10-03-2025
T004315,AC00093,AC02056,69730,19-11-2025
T004316,AC02327,AC01507,18897,29-11-2024
T004317,AC01074,AC01089,132266,28-10-2024
T004318,AC01887,AC01310,340093,18-11-2024
T004319,AC00254,AC01942,481821,29-05-2026
T004320,AC01570,AC00017,459112,05-03-2025
T004321,AC02040,AC01579,72147,02-04-2025
T004322,AC01180,AC01581,227419,06-12-2025
T004323,AC01186,AC02310,329506,22-12-2024
T004324,AC00311,AC01228,97611,04-10-2024
T004325,AC00187,AC00595,129736,17-06-2025
T004326,AC02232,AC01970,1710,15-09-2025
T004327,AC02242,AC00970,195125,28-06-2024
T004328,AC01776,AC01844,175996,22-04-2025
T004329,AC01236,AC02218,65013,22-02-2025
T004330,AC02085,AC01088,9542,22-02-2026
T004331,AC00664,AC01819,45254,18-07-2024
T004332,AC00707,AC01050,370416,18-10-2025
T004333,AC01271,AC02232,228851,04-01-2025
T004334,AC02496,AC01804,338807,06-03-2026
T004335,AC02423,AC01218,281150,05-05-2025
T004336,AC01622,AC02182,461233,18-08-2025
T004337,AC01688,AC01868,121963,26-09-2025
T004338,AC02279,AC02231,303061,22-08-2024
T004339,AC01150,AC00706,487641,08-09-2024
T004340,AC01048,AC01838,161701,08-07-2025
T004341,AC00828,AC01934,308838,26-03-2025
T004342,AC01292,AC00597,441358,10-04-2025
T004343,AC00119,AC00209,413687,23-01-2025
T004344,AC01898,AC01433,68625,28-08-2024
T004345,AC00131,AC00370,346707,28-09-2024
T004346,AC00364,AC01262,406331,06-02-2025
T004347,AC02359,AC01759,318797,06-12-2025
T004348,AC01901,AC01791,399371,10-10-2024
T004349,AC01041,AC01505,10415,21-04-2025
T004350,AC02108,AC02484,253222,22-02-2026
T004351,AC00761,AC01759,362996,25-02-2025
T004352,AC02033,AC02205,45101,01-09-2025
T004353,AC01833,AC00840,16601,22-10-2024
T004354,AC00481,AC00499,410456,22-08-2025
T004355,AC01664,AC01388,277617,13-01-2026
T004356,AC01333,AC02349,455160,19-02-2025
T004357,AC00852,AC01398,224529,07-06-2024
T004358,AC01721,AC00581,45240,01-10-2024
T004359,AC02046,AC00040,329925,26-02-2025
T004360,AC02088,AC00635,447038,27-09-2025
T004361,AC01136,AC01851,50517,21-05-2025
T004362,AC02020,AC00206,465972,20-12-2025
T004363,AC00013,AC02312,452424,29-07-2024
T004364,AC01499,AC01904,8328,22-05-2025
T004365,AC01151,AC01380,90156,10-06-2024
T004366,AC00309,AC02016,10000,28-09-2024
T004367,AC00626,AC01946,425513,17-12-2024
T004368,AC01455,AC01924,80539,24-09-2024
T004369,AC01534,AC01232,334394,19-12-2025
T004370,AC02177,AC01056,277501,06-12-2025
T004371,AC01346,AC01654,177950,18-07-2024
T004372,AC02416,AC00565,249916,24-06-2025
T004373,AC02142,AC02057,56905,01-11-2024
T004374,AC01587,AC00959,258771,10-04-2026
T004375,AC01293,AC00484,304577,15-01-2026
T004376,AC01357,AC00253,416338,22-03-2025
T004377,AC00451,AC02379,62038,16-10-2025
T004378,AC00646,AC02317,121924,07-02-2026
T004379,AC01968,AC00481,474732,21-06-2025
T004380,AC00787,AC01280,459493,13-10-2025
T004381,AC01312,AC01229,461348,07-03-2026
T004382,AC01972,AC02091,101086,17-09-2025
T004383,AC00307,AC00514,483008,07-11-2025
T004384,AC02360,AC00020,126417,03-06-2025
T004385,AC00699,AC00389,47614,17-09-2024
T004386,AC01042,AC02422,401349,20-08-2025
T004387,AC01126,AC02270,201385,26-02-2026
T004388,AC02248,AC01791,147509,20-08-2025
T004389,AC01210,AC01177,155107,07-06-2024
T004390,AC02348,AC00339,410914,21-11-2025
T004391,AC00028,AC00663,267526,13-04-2025
T004392,AC01721,AC00052,96684,21-09-2025
T004393,AC00249,AC00312,187114,23-05-2025
T004394,AC01827,AC00602,149257,16-07-2024
T004395,AC00985,AC01846,182025,28-03-2025
T004396,AC00756,AC00666,485729,14-12-2024
T004397,AC02256,AC00475,373858,13-08-2024
T004398,AC00688,AC00243,315217,21-06-2024
T004399,AC02378,AC01745,421306,17-03-2026
T004400,AC00744,AC01724,306595,03-08-2024
T004401,AC02259,AC01926,433528,03-06-2025
T004402,AC00777,AC01347,344804,03-08-2024
T004403,AC00264,AC00900,478870,02-06-2025
T004404,AC01786,AC00478,405539,29-12-2024
T004405,AC00197,AC00703,279065,17-12-2024
T004406,AC00169,AC01471,447826,11-11-2024
T004407,AC01817,AC01734,454549,13-10-2025
T004408,AC02158,AC00024,284675,27-09-2024
T004409,AC02479,AC00607,478997,23-01-2026
T004410,AC00697,AC01650,316925,21-07-2025
T004411,AC00373,AC00086,314608,25-06-2025
T004412,AC00423,AC01523,185018,30-08-2024
T004413,AC01293,AC02163,202521,22-06-2025
T004414,AC01432,AC02002,68501,13-07-2024
T004415,AC01225,AC02023,77255,02-02-2025
T004416,AC02022,AC00295,55904,23-02-2026
T004417,AC01243,AC02098,497709,10-08-2024
T004418,AC00409,AC00832,172757,23-11-2025
T004419,AC01257,AC00739,109705,24-07-2025
T004420,AC01548,AC01559,135331,18-04-2025
T004421,AC00408,AC02228,420721,02-11-2024
T004422,AC01729,AC02055,388836,19-03-2025
T004423,AC01306,AC01269,53945,02-12-2025
T004424,AC00751,AC00207,267742,07-07-2024
T004425,AC01282,AC01688,127329,29-09-2024
T004426,AC02325,AC01912,454720,31-05-2024
T004427,AC02006,AC01184,62262,16-10-2024
T004428,AC00364,AC01220,487712,22-09-2025
T004429,AC01813,AC00162,356142,09-08-2025
T004430,AC01369,AC02292,486082,26-04-2026
T004431,AC00740,AC00248,411911,05-06-2025
T004432,AC00347,AC00540,479860,24-08-2025
T004433,AC02470,AC02081,201930,23-02-2026
T004434,AC01379,AC01940,108569,30-12-2024
T004435,AC01191,AC01808,195965,05-07-2025
T004436,AC02238,AC00586,237062,10-06-2024
T004437,AC00365,AC00201,327640,19-05-2026
T004438,AC01724,AC01782,164131,30-05-2026
T004439,AC01652,AC02261,58296,19-05-2025
T004440,AC02332,AC02258,452315,24-07-2025
T004441,AC00345,AC01061,52204,18-04-2026
T004442,AC00677,AC01053,162462,31-01-2025
T004443,AC01325,AC02404,459667,05-07-2024
T004444,AC02380,AC00240,270756,16-01-2026
T004445,AC02067,AC00368,137289,29-04-2026
T004446,AC01786,AC00251,285448,28-03-2025
T004447,AC00085,AC01744,414036,04-11-2025
T004448,AC00123,AC00264,414288,18-01-2025
T004449,AC02131,AC01335,400420,22-07-2025
T004450,AC01686,AC01396,487154,23-04-2026
T004451,AC01159,AC00490,428727,21-06-2024
T004452,AC02033,AC01692,149023,15-07-2025
T004453,AC00993,AC01215,100001,22-03-2025
T004454,AC00910,AC01155,409039,18-05-2025
T004455,AC01282,AC00356,278198,06-07-2025
T004456,AC01867,AC02286,164450,26-09-2024
T004457,AC00085,AC00877,337897,24-05-2026
T004458,AC01813,AC00929,234750,01-01-2025
T004459,AC00419,AC00646,392512,27-05-2026
T004460,AC01374,AC00969,216355,15-02-2025
T004461,AC00731,AC00968,153267,07-05-2025
T004462,AC02297,AC00629,392146,16-12-2024
T004463,AC01530,AC01014,420581,02-10-2024
T004464,AC00978,AC01472,234581,22-06-2024
T004465,AC02102,AC00983,335883,25-01-2026
T004466,AC01704,AC01320,82006,25-10-2024
T004467,AC01923,AC02126,31772,18-12-2024
T004468,AC01639,AC01338,60251,28-04-2025
T004469,AC02198,AC01755,395613,19-10-2024
T004470,AC00632,AC00621,65304,12-04-2026
T004471,AC02060,AC01952,336839,20-09-2025
T004472,AC02314,AC01275,257263,01-12-2025
T004473,AC01301,AC00911,487811,24-07-2025
T004474,AC01885,AC02278,430598,08-07-2025
T004475,AC02151,AC00371,418955,10-08-2025
T004476,AC00626,AC01028,373634,26-03-2025
T004477,AC00300,AC00424,146554,12-01-2026
T004478,AC00196,AC01755,194711,05-05-2026
T004479,AC01962,AC02353,338787,24-04-2025
T004480,AC01863,AC01981,281915,31-01-2025
T004481,AC01236,AC00641,119583,12-04-2026
T004482,AC00663,AC02312,163859,18-08-2025
T004483,AC00425,AC00952,305827,26-12-2024
T004484,AC00218,AC01578,243627,11-11-2025
T004485,AC00872,AC01121,408762,21-08-2025
T004486,AC02134,AC01383,287198,28-08-2025
T004487,AC00039,AC01325,488120,03-03-2025
T004488,AC00813,AC00138,492198,30-11-2025
T004489,AC00108,AC01853,84252,09-06-2024
T004490,AC01422,AC00436,242147,26-07-2024
T004491,AC00727,AC02153,64186,20-10-2025
T004492,AC01509,AC02319,78415,12-05-2025
T004493,AC01949,AC00463,28593,18-07-2025
T004494,AC02322,AC01221,83960,08-05-2025
T004495,AC01686,AC02131,230346,15-07-2024
T004496,AC00347,AC00673,356277,28-07-2024
T004497,AC01572,AC00169,298095,18-01-2025
T004498,AC01744,AC00327,430393,01-07-2024
T004499,AC02429,AC01615,302963,16-02-2026
T004500,AC00783,AC02324,157689,02-02-2025
T004501,AC02145,AC01255,410088,22-07-2024
