Account_ID,Account_Number,Bank_Name,Owner_ID
AC01768,555732000000.00,Karnataka Bank,A00197
AC01769,596467000000.00,Axis Bank,A01272
AC01770,887891000000.00,Union Bank of India,A01586
AC01771,853868000000.00,Axis Bank,A01070
AC01772,953654000000.00,Canara Bank,A00538
AC01773,211751000000.00,Karnataka Bank,A00954
AC01774,727336000000.00,Canara Bank,A00590
AC01775,945607000000.00,Canara Bank,A00219
AC01776,396385000000.00,Canara Bank,A01285
AC01777,262172000000.00,HDFC Bank,A00618
AC01778,876052000000.00,Union Bank of India,A00348
AC01779,378192000000.00,State Bank of India,A01503
AC01780,739313000000.00,Karnataka Bank,A01853
AC01781,101728000000.00,Union Bank of India,A00812
AC01782,243525000000.00,Axis Bank,A00745
AC01783,143736000000.00,Canara Bank,A00797
AC01784,170653000000.00,HDFC Bank,A01539
AC01785,795711000000.00,State Bank of India,A01851
AC01786,809252000000.00,ICICI Bank,A00542
AC01787,729902000000.00,Axis Bank,A01196
AC01788,962702000000.00,Karnataka Bank,A00206
AC01789,713296000000.00,Canara Bank,A01568
AC01790,461897000000.00,Union Bank of India,A00865
AC01791,495987000000.00,Axis Bank,A00045
AC01792,272859000000.00,Union Bank of India,A00508
AC01793,158678000000.00,Karnataka Bank,A01900
AC01794,285737000000.00,Union Bank of India,A01367
AC01795,297814000000.00,HDFC Bank,A01294
AC01796,638170000000.00,Axis Bank,A00459
AC01797,553420000000.00,Axis Bank,A00038
AC01798,517787000000.00,Canara Bank,A00928
AC01799,414459000000.00,Union Bank of India,A00431
AC01800,616036000000.00,ICICI Bank,A00169
AC01801,995930000000.00,State Bank of India,A01270
AC01802,488964000000.00,Axis Bank,A00098
AC01803,485108000000.00,ICICI Bank,A01244
AC01804,322462000000.00,HDFC Bank,A01680
AC01805,573214000000.00,Canara Bank,A00284
AC01806,548509000000.00,Canara Bank,A00249
AC01807,635562000000.00,State Bank of India,A01499
AC01808,328142000000.00,Union Bank of India,A01031
AC01809,182039000000.00,Union Bank of India,A00146
AC01810,677965000000.00,Canara Bank,A00691
AC01811,537237000000.00,Canara Bank,A01379
AC01812,944629000000.00,Karnataka Bank,A00473
AC01813,433687000000.00,Union Bank of India,A01600
AC01814,988133000000.00,Union Bank of India,A01469
AC01815,153935000000.00,ICICI Bank,A01970
AC01816,626902000000.00,Karnataka Bank,A00253
AC01817,932020000000.00,HDFC Bank,A00670
AC01818,139749000000.00,Karnataka Bank,A00166
AC01819,965168000000.00,State Bank of India,A01516
AC01820,897027000000.00,HDFC Bank,A00811
AC01821,417464000000.00,Axis Bank,A00222
AC01822,156177000000.00,Canara Bank,A00462
AC01823,677791000000.00,Karnataka Bank,A00965
AC01824,531454000000.00,Axis Bank,A00586
AC01825,810669000000.00,Axis Bank,A01486
AC01826,376164000000.00,Axis Bank,A01155
AC01827,847975000000.00,Union Bank of India,A01882
AC01828,961250000000.00,Union Bank of India,A00629
AC01829,344945000000.00,Union Bank of India,A00501
AC01830,723287000000.00,Axis Bank,A00648
AC01831,736389000000.00,Axis Bank,A01942
AC01832,516248000000.00,Karnataka Bank,A00105
AC01833,340864000000.00,Karnataka Bank,A00524
AC01834,973582000000.00,ICICI Bank,A00576
AC01835,455999000000.00,Union Bank of India,A00562
AC01836,549646000000.00,HDFC Bank,A01449
AC01837,631506000000.00,Karnataka Bank,A00067
AC01838,873443000000.00,State Bank of India,A00478
AC01839,998927000000.00,Union Bank of India,A01234
AC01840,173377000000.00,Union Bank of India,A00076
AC01841,409927000000.00,State Bank of India,A00703
AC01842,920411000000.00,ICICI Bank,A01850
AC01843,626677000000.00,State Bank of India,A00911
AC01844,662763000000.00,Axis Bank,A01915
AC01845,354715000000.00,State Bank of India,A00617
AC01846,264041000000.00,ICICI Bank,A00472
AC01847,762118000000.00,Canara Bank,A00921
AC01848,762257000000.00,Union Bank of India,A01926
AC01849,279251000000.00,Karnataka Bank,A01153
AC01850,436756000000.00,Karnataka Bank,A00095
AC01851,738390000000.00,Canara Bank,A00463
AC01852,878285000000.00,Union Bank of India,A00868
AC01853,651046000000.00,ICICI Bank,A00563
AC01854,682632000000.00,State Bank of India,A01597
AC01855,212396000000.00,Karnataka Bank,A00636
AC01856,588291000000.00,Canara Bank,A01268
AC01857,348504000000.00,Axis Bank,A00280
AC01858,145241000000.00,Canara Bank,A00288
AC01859,951518000000.00,State Bank of India,A01027
AC01860,871535000000.00,HDFC Bank,A00766
AC01861,319635000000.00,Axis Bank,A00312
AC01862,225366000000.00,Karnataka Bank,A00109
AC01863,136571000000.00,Axis Bank,A00312
AC01864,639891000000.00,HDFC Bank,A00661
AC01865,157704000000.00,State Bank of India,A00720
AC01866,534532000000.00,State Bank of India,A01194
AC01867,673792000000.00,Axis Bank,A01455
AC01868,465096000000.00,Axis Bank,A00410
AC01869,368136000000.00,Union Bank of India,A01571
AC01870,808628000000.00,State Bank of India,A00570
AC01871,324105000000.00,State Bank of India,A00573
AC01872,289253000000.00,State Bank of India,A01485
AC01873,489242000000.00,Karnataka Bank,A00664
AC01874,699687000000.00,Karnataka Bank,A01722
AC01875,275028000000.00,Union Bank of India,A01805
AC01876,268403000000.00,Union Bank of India,A00570
AC01877,623747000000.00,Union Bank of India,A00431
AC01878,786784000000.00,Axis Bank,A01499
AC01879,185514000000.00,HDFC Bank,A01205
AC01880,766370000000.00,Axis Bank,A01612
AC01881,968420000000.00,ICICI Bank,A01658
AC01882,239497000000.00,Canara Bank,A00581
AC01883,209025000000.00,Axis Bank,A00030
AC01884,702270000000.00,ICICI Bank,A00281
AC01885,903567000000.00,Axis Bank,A00592
AC01886,601475000000.00,Canara Bank,A00129
AC01887,598405000000.00,Union Bank of India,A00417
AC01888,906729000000.00,Karnataka Bank,A00418
AC01889,533885000000.00,Karnataka Bank,A01233
AC01890,254287000000.00,Karnataka Bank,A00102
AC01891,722400000000.00,Union Bank of India,A01906
AC01892,270797000000.00,Canara Bank,A01505
AC01893,508516000000.00,HDFC Bank,A00063
AC01894,658905000000.00,State Bank of India,A00126
AC01895,740812000000.00,Canara Bank,A01808
AC01896,646483000000.00,State Bank of India,A00393
AC01897,755230000000.00,HDFC Bank,A00170
AC01898,654367000000.00,HDFC Bank,A00616
AC01899,725751000000.00,Karnataka Bank,A00838
AC01900,831498000000.00,Axis Bank,A01408
AC01901,499723000000.00,Union Bank of India,A00841
AC01902,752948000000.00,HDFC Bank,A01354
AC01903,327615000000.00,Union Bank of India,A01899
AC01904,383125000000.00,Canara Bank,A01832
AC01905,882803000000.00,HDFC Bank,A00099
AC01906,652178000000.00,State Bank of India,A01641
AC01907,120590000000.00,Canara Bank,A01102
AC01908,683595000000.00,Union Bank of India,A00246
AC01909,503269000000.00,Axis Bank,A00158
AC01910,294711000000.00,Axis Bank,A01052
AC01911,562073000000.00,Karnataka Bank,A00361
AC01912,585145000000.00,Axis Bank,A01880
AC01913,913623000000.00,Karnataka Bank,A00232
AC01914,247392000000.00,HDFC Bank,A01924
AC01915,157182000000.00,Karnataka Bank,A01792
AC01916,124079000000.00,Union Bank of India,A00787
AC01917,156212000000.00,Canara Bank,A00598
AC01918,153703000000.00,Union Bank of India,A00838
AC01919,527560000000.00,ICICI Bank,A01762
AC01920,146901000000.00,State Bank of India,A01610
AC01921,617988000000.00,Axis Bank,A00061
AC01922,998888000000.00,Union Bank of India,A01630
AC01923,718881000000.00,Union Bank of India,A00021
AC01924,657233000000.00,Axis Bank,A01765
AC01925,998897000000.00,Axis Bank,A01313
AC01926,577700000000.00,Axis Bank,A00500
AC01927,579138000000.00,Canara Bank,A00127
AC01928,715128000000.00,HDFC Bank,A00072
AC01929,546424000000.00,Axis Bank,A01433
AC01930,516183000000.00,Axis Bank,A00257
AC01931,755664000000.00,HDFC Bank,A00992
AC01932,701591000000.00,HDFC Bank,A01016
AC01933,379664000000.00,ICICI Bank,A00330
AC01934,167508000000.00,State Bank of India,A00959
AC01935,673617000000.00,Axis Bank,A01878
AC01936,984694000000.00,Union Bank of India,A01981
AC01937,657088000000.00,ICICI Bank,A00428
AC01938,777810000000.00,State Bank of India,A00052
AC01939,600806000000.00,Axis Bank,A00046
AC01940,258746000000.00,Axis Bank,A01711
AC01941,822160000000.00,HDFC Bank,A01000
AC01942,202842000000.00,Canara Bank,A00289
AC01943,319418000000.00,Union Bank of India,A00499
AC01944,860351000000.00,Karnataka Bank,A01552
AC01945,328832000000.00,Axis Bank,A01439
AC01946,193678000000.00,Union Bank of India,A01776
AC01947,641206000000.00,HDFC Bank,A00878
AC01948,532444000000.00,Karnataka Bank,A00075
AC01949,379633000000.00,Karnataka Bank,A00212
AC01950,671681000000.00,Canara Bank,A01985
AC01951,189068000000.00,HDFC Bank,A00265
AC01952,904316000000.00,Canara Bank,A01473
AC01953,287386000000.00,Canara Bank,A00397
AC01954,353860000000.00,State Bank of India,A01504
AC01955,923341000000.00,Union Bank of India,A01071
AC01956,715896000000.00,ICICI Bank,A00048
AC01957,497948000000.00,HDFC Bank,A00772
AC01958,636077000000.00,HDFC Bank,A01132
AC01959,212250000000.00,Canara Bank,A00384
AC01960,685227000000.00,Canara Bank,A00508
AC01961,752434000000.00,Axis Bank,A01207
AC01962,589194000000.00,ICICI Bank,A01401
AC01963,289323000000.00,Axis Bank,A00147
AC01964,943849000000.00,Axis Bank,A01978
AC01965,834826000000.00,Karnataka Bank,A01286
AC01966,428679000000.00,Axis Bank,A01853
AC01967,732593000000.00,State Bank of India,A01990
AC01968,334677000000.00,State Bank of India,A01616
AC01969,257487000000.00,Canara Bank,A01755
AC01970,956251000000.00,Union Bank of India,A00260
AC01971,246647000000.00,State Bank of India,A00887
AC01972,712106000000.00,Axis Bank,A00424
AC01973,702702000000.00,State Bank of India,A01177
AC01974,594600000000.00,Union Bank of India,A01633
AC01975,818883000000.00,ICICI Bank,A00704
AC01976,937395000000.00,HDFC Bank,A01957
AC01977,483874000000.00,Axis Bank,A01870
AC01978,651944000000.00,Canara Bank,A01609
AC01979,255540000000.00,Union Bank of India,A01640
AC01980,855667000000.00,Canara Bank,A01099
AC01981,638073000000.00,ICICI Bank,A00108
AC01982,417097000000.00,Union Bank of India,A00778
AC01983,995219000000.00,Union Bank of India,A00791
AC01984,227438000000.00,HDFC Bank,A01890
AC01985,728488000000.00,HDFC Bank,A01773
AC01986,529393000000.00,Karnataka Bank,A01737
AC01987,598493000000.00,HDFC Bank,A01564
AC01988,462360000000.00,Canara Bank,A00673
AC01989,437341000000.00,Canara Bank,A01139
AC01990,826009000000.00,ICICI Bank,A01588
AC01991,606409000000.00,State Bank of India,A01628
AC01992,958335000000.00,Union Bank of India,A01524
AC01993,708699000000.00,HDFC Bank,A00538
AC01994,341651000000.00,Karnataka Bank,A01320
AC01995,467707000000.00,Axis Bank,A00015
AC01996,344846000000.00,State Bank of India,A01252
AC01997,269640000000.00,Canara Bank,A00127
AC01998,178055000000.00,Union Bank of India,A01607
AC01999,189959000000.00,Canara Bank,A01828
AC02000,891679000000.00,Axis Bank,A01275
AC02001,760932000000.00,HDFC Bank,A01145
AC02002,651836000000.00,ICICI Bank,A00472
AC02003,179574000000.00,HDFC Bank,A00605
AC02004,971249000000.00,State Bank of India,A01240
AC02005,646354000000.00,Union Bank of India,A00821
AC02006,845890000000.00,ICICI Bank,A00788
AC02007,827556000000.00,Axis Bank,A01084
AC02008,230838000000.00,Union Bank of India,A01758
AC02009,959270000000.00,HDFC Bank,A00300
AC02010,835939000000.00,Union Bank of India,A01210
AC02011,504469000000.00,Union Bank of India,A01474
AC02012,898223000000.00,HDFC Bank,A00529
AC02013,948381000000.00,Union Bank of India,A00834
AC02014,252565000000.00,Canara Bank,A00094
AC02015,232347000000.00,Union Bank of India,A01340
AC02016,104042000000.00,HDFC Bank,A01321
AC02017,889480000000.00,Union Bank of India,A00253
AC02018,289909000000.00,Union Bank of India,A01980
AC02019,304283000000.00,Canara Bank,A01518
AC02020,331771000000.00,Canara Bank,A00927
AC02021,288947000000.00,Union Bank of India,A00627
AC02022,961261000000.00,State Bank of India,A01675
AC02023,359551000000.00,Canara Bank,A00551
AC02024,218215000000.00,Karnataka Bank,A01363
AC02025,856968000000.00,Canara Bank,A00176
AC02026,743701000000.00,Karnataka Bank,A01697
AC02027,656836000000.00,HDFC Bank,A00276
AC02028,397336000000.00,State Bank of India,A00771
AC02029,350280000000.00,Union Bank of India,A01798
AC02030,787576000000.00,HDFC Bank,A00553
AC02031,784264000000.00,Union Bank of India,A01541
AC02032,397004000000.00,Axis Bank,A01124
AC02033,220214000000.00,Karnataka Bank,A00099
AC02034,102103000000.00,State Bank of India,A00383
AC02035,586229000000.00,Canara Bank,A00391
AC02036,575104000000.00,Axis Bank,A01796
AC02037,152250000000.00,Canara Bank,A01243
AC02038,564604000000.00,HDFC Bank,A00086
AC02039,718235000000.00,State Bank of India,A00430
AC02040,574567000000.00,Canara Bank,A01526
AC02041,502704000000.00,HDFC Bank,A01176
AC02042,364722000000.00,HDFC Bank,A00007
AC02043,540909000000.00,ICICI Bank,A01424
AC02044,818814000000.00,Axis Bank,A00214
AC02045,396158000000.00,Canara Bank,A01618
AC02046,445897000000.00,Karnataka Bank,A00248
AC02047,186572000000.00,HDFC Bank,A00424
AC02048,232157000000.00,HDFC Bank,A00684
AC02049,720870000000.00,Union Bank of India,A00037
AC02050,699530000000.00,Canara Bank,A00584
AC02051,925451000000.00,Axis Bank,A01662
AC02052,297040000000.00,State Bank of India,A00820
AC02053,404086000000.00,Karnataka Bank,A00713
AC02054,531341000000.00,ICICI Bank,A00126
AC02055,529618000000.00,Canara Bank,A01442
AC02056,804387000000.00,ICICI Bank,A01388
AC02057,183736000000.00,HDFC Bank,A00479
AC02058,443634000000.00,State Bank of India,A01058
AC02059,214423000000.00,HDFC Bank,A00778
AC02060,579039000000.00,Karnataka Bank,A01462
AC02061,265829000000.00,Axis Bank,A00744
AC02062,522610000000.00,Karnataka Bank,A01234
AC02063,612647000000.00,ICICI Bank,A00696
AC02064,198669000000.00,Canara Bank,A01599
AC02065,989013000000.00,Union Bank of India,A00216
AC02066,301834000000.00,ICICI Bank,A01996
AC02067,693653000000.00,ICICI Bank,A01455
AC02068,537950000000.00,Union Bank of India,A00032
AC02069,209094000000.00,Union Bank of India,A00178
AC02070,638579000000.00,Canara Bank,A00014
AC02071,975135000000.00,ICICI Bank,A00705
AC02072,362810000000.00,Canara Bank,A00846
AC02073,287208000000.00,HDFC Bank,A01511
AC02074,173613000000.00,Union Bank of India,A01509
AC02075,510087000000.00,ICICI Bank,A00552
AC02076,506161000000.00,Union Bank of India,A00362
AC02077,535101000000.00,Karnataka Bank,A00423
AC02078,361355000000.00,Karnataka Bank,A01359
AC02079,574485000000.00,Axis Bank,A00722
AC02080,368431000000.00,ICICI Bank,A01283
AC02081,183733000000.00,HDFC Bank,A01547
AC02082,771116000000.00,Union Bank of India,A00884
AC02083,420290000000.00,Canara Bank,A00901
AC02084,649639000000.00,Axis Bank,A01294
AC02085,929454000000.00,Union Bank of India,A00737
AC02086,481690000000.00,ICICI Bank,A00558
AC02087,687534000000.00,Canara Bank,A00516
AC02088,352568000000.00,Karnataka Bank,A01934
AC02089,227044000000.00,Canara Bank,A01952
AC02090,399277000000.00,ICICI Bank,A01926
AC02091,191781000000.00,Union Bank of India,A01062
AC02092,458448000000.00,Canara Bank,A00507
AC02093,335068000000.00,Axis Bank,A01000
AC02094,794776000000.00,Axis Bank,A01028
AC02095,638810000000.00,Karnataka Bank,A00378
AC02096,154926000000.00,ICICI Bank,A00695
AC02097,441848000000.00,State Bank of India,A01228
AC02098,906995000000.00,Axis Bank,A01888
AC02099,350036000000.00,Canara Bank,A00327
AC02100,182178000000.00,Karnataka Bank,A01374
AC02101,267427000000.00,Canara Bank,A01541
AC02102,172723000000.00,State Bank of India,A00787
AC02103,582295000000.00,HDFC Bank,A01391
AC02104,258301000000.00,Union Bank of India,A00485
AC02105,274549000000.00,Union Bank of India,A01954
AC02106,123112000000.00,State Bank of India,A01169
AC02107,879119000000.00,Union Bank of India,A01663
AC02108,783959000000.00,Canara Bank,A01948
AC02109,207392000000.00,State Bank of India,A00288
AC02110,471377000000.00,State Bank of India,A00971
AC02111,543063000000.00,State Bank of India,A00080
AC02112,879607000000.00,ICICI Bank,A01444
AC02113,412194000000.00,ICICI Bank,A01349
AC02114,367248000000.00,ICICI Bank,A00132
AC02115,486753000000.00,State Bank of India,A01305
AC02116,542557000000.00,ICICI Bank,A00811
AC02117,650508000000.00,Canara Bank,A00927
AC02118,182285000000.00,State Bank of India,A00636
AC02119,947748000000.00,Union Bank of India,A00890
AC02120,339400000000.00,Canara Bank,A00385
AC02121,277426000000.00,Canara Bank,A00534
AC02122,470791000000.00,State Bank of India,A01329
AC02123,104415000000.00,Canara Bank,A00261
AC02124,104904000000.00,Canara Bank,A00930
AC02125,277210000000.00,ICICI Bank,A00212
AC02126,784484000000.00,Axis Bank,A00340
AC02127,644561000000.00,State Bank of India,A00212
AC02128,859169000000.00,HDFC Bank,A01300
AC02129,210908000000.00,Union Bank of India,A01659
AC02130,165809000000.00,Karnataka Bank,A00944
AC02131,912487000000.00,Axis Bank,A00949
AC02132,936226000000.00,Axis Bank,A01707
AC02133,184209000000.00,ICICI Bank,A01125
AC02134,448656000000.00,Union Bank of India,A00932
AC02135,873443000000.00,State Bank of India,A00778
AC02136,296692000000.00,ICICI Bank,A01339
AC02137,165373000000.00,Union Bank of India,A00528
AC02138,868279000000.00,Karnataka Bank,A01195
AC02139,262405000000.00,State Bank of India,A01286
AC02140,439073000000.00,State Bank of India,A01457
AC02141,331954000000.00,Union Bank of India,A00869
AC02142,470276000000.00,Axis Bank,A01041
AC02143,341257000000.00,State Bank of India,A00982
AC02144,256765000000.00,Karnataka Bank,A00820
AC02145,294437000000.00,ICICI Bank,A00606
AC02146,414658000000.00,Canara Bank,A01160
AC02147,431961000000.00,State Bank of India,A00202
AC02148,372997000000.00,HDFC Bank,A00071
AC02149,912195000000.00,State Bank of India,A00544
AC02150,513261000000.00,Canara Bank,A00074
AC02151,602004000000.00,HDFC Bank,A01652
AC02152,470322000000.00,HDFC Bank,A01845
AC02153,437277000000.00,State Bank of India,A01840
AC02154,664274000000.00,ICICI Bank,A00081
AC02155,420097000000.00,HDFC Bank,A00081
AC02156,770727000000.00,Karnataka Bank,A00392
AC02157,995717000000.00,State Bank of India,A01391
AC02158,840376000000.00,ICICI Bank,A00127
AC02159,927726000000.00,Union Bank of India,A01510
AC02160,883353000000.00,Canara Bank,A01462
AC02161,941753000000.00,HDFC Bank,A01937
AC02162,532799000000.00,Union Bank of India,A01163
AC02163,524068000000.00,Karnataka Bank,A01873
AC02164,636518000000.00,State Bank of India,A00063
AC02165,259764000000.00,Union Bank of India,A01579
AC02166,103945000000.00,Union Bank of India,A00331
AC02167,526197000000.00,Karnataka Bank,A01383
AC02168,814378000000.00,State Bank of India,A01146
AC02169,147599000000.00,Axis Bank,A00163
AC02170,881861000000.00,ICICI Bank,A01041
AC02171,779336000000.00,ICICI Bank,A01471
AC02172,675902000000.00,State Bank of India,A01101
AC02173,998187000000.00,ICICI Bank,A00670
AC02174,677526000000.00,HDFC Bank,A00809
AC02175,311179000000.00,HDFC Bank,A00878
AC02176,844611000000.00,Union Bank of India,A01765
AC02177,431320000000.00,Union Bank of India,A01737
AC02178,515508000000.00,Karnataka Bank,A00592
AC02179,333072000000.00,Union Bank of India,A01464
AC02180,270537000000.00,State Bank of India,A00008
AC02181,729801000000.00,State Bank of India,A01249
AC02182,643028000000.00,Canara Bank,A00669
AC02183,823068000000.00,ICICI Bank,A01746
AC02184,204066000000.00,State Bank of India,A00856
AC02185,287064000000.00,ICICI Bank,A01831
AC02186,940408000000.00,Canara Bank,A01390
AC02187,888174000000.00,State Bank of India,A01448
AC02188,243227000000.00,Karnataka Bank,A00152
AC02189,459997000000.00,Axis Bank,A00683
AC02190,520240000000.00,Union Bank of India,A00313
AC02191,927249000000.00,ICICI Bank,A00427
AC02192,567604000000.00,ICICI Bank,A01307
AC02193,651431000000.00,Canara Bank,A00052
AC02194,927525000000.00,Canara Bank,A01556
AC02195,966418000000.00,State Bank of India,A00186
AC02196,125374000000.00,Axis Bank,A01510
AC02197,318291000000.00,Union Bank of India,A00750
AC02198,131110000000.00,HDFC Bank,A00891
AC02199,116382000000.00,Karnataka Bank,A00931
AC02200,349444000000.00,ICICI Bank,A01050
AC02201,796150000000.00,Karnataka Bank,A00690
AC02202,402445000000.00,Axis Bank,A01821
AC02203,910514000000.00,ICICI Bank,A00371
AC02204,891423000000.00,ICICI Bank,A00147
AC02205,584940000000.00,Axis Bank,A01147
AC02206,750679000000.00,HDFC Bank,A01796
AC02207,884767000000.00,Canara Bank,A00621
AC02208,106490000000.00,HDFC Bank,A01758
AC02209,982279000000.00,ICICI Bank,A00875
AC02210,768467000000.00,Axis Bank,A00355
AC02211,177082000000.00,Karnataka Bank,A00055
AC02212,570660000000.00,Union Bank of India,A01975
AC02213,788674000000.00,ICICI Bank,A01412
AC02214,466964000000.00,HDFC Bank,A00938
AC02215,151184000000.00,HDFC Bank,A01091
AC02216,136218000000.00,Union Bank of India,A01041
AC02217,984758000000.00,Union Bank of India,A01706
AC02218,467659000000.00,Canara Bank,A00627
AC02219,785325000000.00,Karnataka Bank,A01680
AC02220,694066000000.00,Axis Bank,A00874
AC02221,943670000000.00,Karnataka Bank,A01479
AC02222,625767000000.00,Union Bank of India,A01214
AC02223,636419000000.00,Karnataka Bank,A01054
AC02224,400547000000.00,ICICI Bank,A00351
AC02225,877127000000.00,ICICI Bank,A00908
AC02226,961002000000.00,ICICI Bank,A00272
AC02227,128504000000.00,Union Bank of India,A00076
AC02228,125048000000.00,Karnataka Bank,A00860
AC02229,167611000000.00,State Bank of India,A01206
AC02230,408649000000.00,HDFC Bank,A01797
AC02231,524166000000.00,Karnataka Bank,A01359
AC02232,670142000000.00,Union Bank of India,A00061
AC02233,901141000000.00,State Bank of India,A00604
AC02234,675568000000.00,State Bank of India,A01915
AC02235,689664000000.00,Axis Bank,A00556
AC02236,619359000000.00,Canara Bank,A00378
AC02237,613572000000.00,ICICI Bank,A01529
AC02238,864447000000.00,Canara Bank,A01492
AC02239,130761000000.00,HDFC Bank,A00295
AC02240,503903000000.00,ICICI Bank,A01180
AC02241,743771000000.00,Axis Bank,A01291
AC02242,340372000000.00,Axis Bank,A01274
AC02243,179401000000.00,ICICI Bank,A01831
AC02244,429604000000.00,ICICI Bank,A01223
AC02245,195525000000.00,ICICI Bank,A01126
AC02246,250428000000.00,HDFC Bank,A00203
AC02247,894695000000.00,Karnataka Bank,A00534
AC02248,800516000000.00,Canara Bank,A00798
AC02249,398554000000.00,Union Bank of India,A01007
AC02250,942942000000.00,Union Bank of India,A00365
AC02251,909081000000.00,Axis Bank,A01571
AC02252,586737000000.00,HDFC Bank,A01786
AC02253,942942000000.00,Canara Bank,A00233
AC02254,549909000000.00,HDFC Bank,A01809
AC02255,400981000000.00,ICICI Bank,A01145
AC02256,933613000000.00,Axis Bank,A00708
AC02257,884583000000.00,Union Bank of India,A00141
AC02258,215260000000.00,Union Bank of India,A00566
AC02259,870479000000.00,Axis Bank,A01070
AC02260,183147000000.00,State Bank of India,A01066
AC02261,850400000000.00,ICICI Bank,A00928
AC02262,446104000000.00,HDFC Bank,A01573
AC02263,527152000000.00,Union Bank of India,A01557
AC02264,287933000000.00,Karnataka Bank,A01945
AC02265,383396000000.00,ICICI Bank,A00598
AC02266,382840000000.00,Axis Bank,A01837
AC02267,860184000000.00,Canara Bank,A00416
AC02268,702894000000.00,ICICI Bank,A01135
AC02269,948801000000.00,ICICI Bank,A00122
AC02270,854716000000.00,HDFC Bank,A01160
AC02271,399571000000.00,Canara Bank,A00989
AC02272,107381000000.00,State Bank of India,A01654
AC02273,535821000000.00,Union Bank of India,A00677
AC02274,697169000000.00,Axis Bank,A01973
AC02275,472959000000.00,Union Bank of India,A01019
AC02276,511684000000.00,HDFC Bank,A01920
AC02277,485962000000.00,Union Bank of India,A01543
AC02278,584534000000.00,Union Bank of India,A01219
AC02279,840415000000.00,HDFC Bank,A00165
AC02280,929965000000.00,ICICI Bank,A01184
AC02281,118476000000.00,Union Bank of India,A01424
AC02282,933834000000.00,Karnataka Bank,A01506
AC02283,265578000000.00,Canara Bank,A01657
AC02284,895389000000.00,HDFC Bank,A00656
AC02285,257499000000.00,ICICI Bank,A01896
AC02286,391563000000.00,ICICI Bank,A00716
AC02287,160963000000.00,Union Bank of India,A00855
AC02288,975672000000.00,Canara Bank,A00355
AC02289,534500000000.00,ICICI Bank,A01252
AC02290,184442000000.00,HDFC Bank,A00972
AC02291,318457000000.00,State Bank of India,A01054
AC02292,808898000000.00,State Bank of India,A01271
AC02293,960655000000.00,State Bank of India,A00351
AC02294,853371000000.00,Karnataka Bank,A01310
AC02295,145781000000.00,State Bank of India,A00472
AC02296,785363000000.00,Canara Bank,A01820
AC02297,132127000000.00,ICICI Bank,A01682
AC02298,827724000000.00,Canara Bank,A00390
AC02299,641906000000.00,State Bank of India,A01619
AC02300,679323000000.00,State Bank of India,A00523
AC02301,347385000000.00,Axis Bank,A00184
AC02302,313574000000.00,Union Bank of India,A00112
AC02303,736111000000.00,Axis Bank,A00203
AC02304,474610000000.00,HDFC Bank,A00466
AC02305,856660000000.00,Karnataka Bank,A01823
AC02306,292951000000.00,HDFC Bank,A00988
AC02307,111577000000.00,Union Bank of India,A00897
AC02308,884853000000.00,Union Bank of India,A01335
AC02309,947245000000.00,Axis Bank,A01422
AC02310,595237000000.00,State Bank of India,A01989
AC02311,689777000000.00,Canara Bank,A00190
AC02312,959977000000.00,ICICI Bank,A01442
AC02313,829237000000.00,Union Bank of India,A00644
AC02314,898941000000.00,Canara Bank,A00617
AC02315,145768000000.00,Union Bank of India,A01052
AC02316,350138000000.00,Union Bank of India,A01612
AC02317,449876000000.00,State Bank of India,A00083
AC02318,719596000000.00,Canara Bank,A00881
AC02319,556505000000.00,ICICI Bank,A00445
AC02320,529105000000.00,ICICI Bank,A01410
AC02321,831193000000.00,ICICI Bank,A01066
AC02322,762308000000.00,State Bank of India,A00304
AC02323,415930000000.00,ICICI Bank,A00494
AC02324,775592000000.00,Union Bank of India,A01393
AC02325,628491000000.00,HDFC Bank,A00152
AC02326,445699000000.00,HDFC Bank,A00676
AC02327,757143000000.00,Canara Bank,A01477
AC02328,643565000000.00,Union Bank of India,A00508
AC02329,915668000000.00,Canara Bank,A01393
AC02330,745789000000.00,HDFC Bank,A01844
AC02331,975140000000.00,Karnataka Bank,A00438
AC02332,955550000000.00,ICICI Bank,A01912
AC02333,977081000000.00,Axis Bank,A01073
AC02334,811370000000.00,Axis Bank,A00772
AC02335,371833000000.00,State Bank of India,A01067
AC02336,227470000000.00,Karnataka Bank,A00017
AC02337,856037000000.00,Karnataka Bank,A00057
AC02338,196629000000.00,State Bank of India,A00901
AC02339,512144000000.00,HDFC Bank,A01467
AC02340,368325000000.00,State Bank of India,A01910
AC02341,786607000000.00,State Bank of India,A01933
AC02342,655234000000.00,HDFC Bank,A01109
AC02343,292570000000.00,Karnataka Bank,A01405
AC02344,496981000000.00,State Bank of India,A00519
AC02345,395336000000.00,Karnataka Bank,A01664
AC02346,527546000000.00,ICICI Bank,A01465
AC02347,713503000000.00,Axis Bank,A00708
AC02348,283019000000.00,Canara Bank,A01688
AC02349,878036000000.00,Union Bank of India,A01241
AC02350,895490000000.00,State Bank of India,A01148
AC02351,793094000000.00,Axis Bank,A01679
AC02352,995688000000.00,Axis Bank,A01474
AC02353,439970000000.00,Karnataka Bank,A01095
AC02354,183416000000.00,Union Bank of India,A00163
AC02355,143308000000.00,Karnataka Bank,A01716
AC02356,466301000000.00,State Bank of India,A01080
