Phone_ID,Phone_Number,Accused_ID
P03224,9179572218,A01223
P03225,9234787477,A00839
P03226,9592204746,A00876
P03227,9269352573,A00531
P03228,9933157123,A00878
P03229,9266155238,A01739
P03230,9635527181,A00894
P03231,9638354338,A01832
P03232,9582097920,A01177
P03233,9494045886,A00002
P03234,9157480994,A00765
P03235,9450461923,A01065
P03236,9164346075,A01181
P03237,9354542292,A00195
P03238,9382353584,A00243
P03239,9377956321,A00921
P03240,9258495585,A01619
P03241,9634692195,A01554
P03242,9640167298,A01881
P03243,9755929400,A00509
P03244,9412470904,A01880
P03245,9350061873,A00151
P03246,9694622548,A01017
P03247,9618850067,A00147
P03248,9467520567,A01713
P03249,9992933026,A00690
P03250,9401975021,A00887
P03251,9585757155,A01524
P03252,9981989264,A01556
P03253,9847193230,A00303
P03254,9495362892,A01222
P03255,9727864931,A00292
P03256,9865560850,A00498
P03257,9880090477,A01662
P03258,9384097264,A01002
P03259,9293476602,A00222
P03260,9283391493,A01034
P03261,9526617683,A01576
P03262,9140576069,A01632
P03263,9875142275,A01766
P03264,9921530217,A00753
P03265,9253500990,A01795
P03266,9273980896,A01591
P03267,9995596224,A01190
P03268,9412871895,A01441
P03269,9687303965,A01721
P03270,9534315614,A00114
P03271,9636207460,A01179
P03272,9661531511,A00229
P03273,9796028989,A00182
P03274,9380653714,A00233
P03275,9292601484,A01017
P03276,9915907846,A01972
P03277,9666699246,A01069
P03278,9837911663,A00714
P03279,9137913769,A01306
P03280,9938018221,A00715
P03281,9132987138,A01710
P03282,9907956203,A00179
P03283,9134256367,A01216
P03284,9250135970,A00164
P03285,9990571672,A00619
P03286,9741839741,A01777
P03287,9839724916,A01131
P03288,9890970940,A00140
P03289,9925632621,A00703
P03290,9244772945,A00112
P03291,9474632443,A00235
P03292,9187402548,A01339
P03293,9578819381,A00186
P03294,9942415883,A00723
P03295,9518927310,A00960
P03296,9858598025,A00970
P03297,9156661537,A00157
P03298,9413545867,A00665
P03299,9174877790,A00578
P03300,9925239884,A00904
P03301,9440867734,A01879
P03302,9641895156,A01709
P03303,9853383957,A00266
P03304,9709972770,A00437
P03305,9635111858,A00801
P03306,9447338054,A00220
P03307,9372429172,A00190
P03308,9689799251,A00546
P03309,9417987091,A00110
P03310,9342291538,A01230
P03311,9893656661,A00312
P03312,9945894352,A01583
P03313,9325130637,A00690
P03314,9643231671,A01561
P03315,9944675560,A00399
P03316,9938563913,A00706
P03317,9765242793,A01686
P03318,9727955997,A01632
P03319,9741773174,A01032
P03320,9964321252,A01764
P03321,9909844287,A00308
P03322,9871185564,A01725
P03323,9117472327,A01293
P03324,9690791710,A00010
P03325,9920360413,A01200
P03326,9303229914,A00910
P03327,9303943341,A01840
P03328,9953508138,A01788
P03329,9521484885,A00763
P03330,9995967984,A00375
P03331,9889291193,A01616
P03332,9383970184,A01171
P03333,9224136381,A00654
P03334,9527947121,A00568
P03335,9374610846,A00222
P03336,9769201583,A00490
P03337,9849661935,A00609
P03338,9172065322,A01895
P03339,9437368655,A00253
P03340,9372532258,A00471
P03341,9638186097,A01325
P03342,9837650217,A00666
P03343,9592932596,A00414
P03344,9155990718,A01952
P03345,9605507019,A00129
P03346,9942351085,A01900
P03347,9270532542,A01616
P03348,9614869769,A01464
P03349,9925187082,A00530
P03350,9377359663,A01797
P03351,9194174691,A00824
P03352,9801265908,A00235
P03353,9676310310,A01190
P03354,9779916262,A01698
P03355,9162961349,A00900
P03356,9407955973,A00320
P03357,9377327827,A00942
P03358,9197972540,A01391
P03359,9883582773,A01602
P03360,9909513623,A00129
P03361,9865786155,A00411
P03362,9951388850,A00098
P03363,9750290979,A01089
P03364,9239977105,A01506
P03365,9865678263,A01701
P03366,9894922898,A01892
P03367,9368572886,A00525
P03368,9405637738,A01867
P03369,9988259701,A01505
P03370,9154368598,A00185
P03371,9815863210,A00560
P03372,9784710756,A00406
P03373,9958507139,A00996
P03374,9353097598,A00208
P03375,9444316590,A00285
P03376,9663305714,A00402
P03377,9884537363,A00188
P03378,9681723269,A01394
P03379,9335006606,A00204
P03380,9778345418,A01395
P03381,9650533908,A01916
P03382,9422883106,A01439
P03383,9291345290,A00083
P03384,9180778112,A01090
P03385,9262448642,A00033
P03386,9183155233,A00504
P03387,9100072180,A01515
P03388,9497084991,A01037
P03389,9921077332,A01301
P03390,9301491293,A01976
P03391,9527990335,A01470
P03392,9388824835,A01512
P03393,9566647105,A00282
P03394,9313590828,A01673
P03395,9885677649,A01578
P03396,9590345270,A01207
P03397,9312049923,A00737
P03398,9797772960,A01858
P03399,9590372036,A00887
P03400,9583407760,A01165
P03401,9494902629,A01511
P03402,9952223989,A00777
P03403,9670031552,A01465
P03404,9657406846,A01612
P03405,9819711507,A01868
P03406,9196401344,A01115
P03407,9492187172,A01816
P03408,9795574012,A00846
P03409,9271699105,A01015
P03410,9191875894,A00026
P03411,9470784476,A00063
P03412,9890730759,A00420
P03413,9227092877,A01190
P03414,9665262920,A01103
P03415,9844016850,A00802
P03416,9546618943,A00946
P03417,9798726534,A00624
P03418,9406388712,A01261
P03419,9143897850,A02000
P03420,9708157404,A00275
P03421,9648720585,A00220
P03422,9368308465,A00306
P03423,9757800832,A01319
P03424,9177316169,A00471
P03425,9393013799,A00006
P03426,9333364392,A00165
P03427,9981135021,A00152
P03428,9380263290,A01999
P03429,9399269086,A00698
P03430,9864220771,A01486
P03431,9256684350,A01528
P03432,9320370435,A00818
P03433,9335509287,A01519
P03434,9619810468,A01949
P03435,9243961774,A01125
P03436,9303507247,A00930
P03437,9998148945,A00971
P03438,9682382282,A00671
P03439,9626274585,A01067
P03440,9992677232,A01504
P03441,9715981381,A00860
P03442,9892387093,A00266
P03443,9648191587,A00004
P03444,9281148730,A00345
P03445,9635980343,A00414
P03446,9978541388,A00862
P03447,9944398945,A01988
P03448,9219216581,A00871
P03449,9787575485,A01513
P03450,9604221771,A01099
P03451,9494349861,A01385
P03452,9824847685,A00608
P03453,9659891044,A01750
P03454,9832498785,A00899
P03455,9256277416,A01330
P03456,9312037133,A01980
P03457,9232460665,A00577
P03458,9115221832,A00560
P03459,9277907027,A01258
P03460,9430347877,A01847
P03461,9580485470,A01477
P03462,9443529433,A01978
P03463,9668821458,A01280
P03464,9288550187,A01557
P03465,9925705653,A00101
P03466,9501916921,A00761
P03467,9554975076,A01666
P03468,9939127620,A00992
P03469,9761720545,A01169
P03470,9513136203,A00368
P03471,9478647773,A01474
P03472,9481270719,A00841
P03473,9263426972,A01085
P03474,9649044271,A01097
P03475,9273887088,A01059
P03476,9602311058,A00107
P03477,9123604457,A01518
P03478,9165604414,A01134
P03479,9983471585,A01257
P03480,9894795432,A01111
P03481,9118974950,A00643
P03482,9451217336,A01113
P03483,9580367612,A00465
P03484,9754228600,A00364
P03485,9125787758,A01995
P03486,9598559181,A00697
P03487,9124890663,A01497
P03488,9975708297,A01684
P03489,9109311426,A00541
P03490,9514832714,A00295
P03491,9215585984,A00577
P03492,9198101219,A01005
P03493,9772442758,A00112
P03494,9335929901,A00206
P03495,9990898355,A00383
P03496,9522090510,A01806
P03497,9845902728,A00349
P03498,9416645650,A00450
P03499,9351231600,A01760
P03500,9291621844,A00024
P03501,9246417438,A00092
P03502,9467307289,A01317
P03503,9693443375,A01125
P03504,9206877649,A01179
P03505,9591586431,A01864
P03506,9763805295,A01863
P03507,9627325655,A01593
P03508,9926924036,A00036
P03509,9586112889,A01665
P03510,9422059477,A00485
P03511,9793179350,A00488
P03512,9575393332,A00519
P03513,9839893527,A01477
P03514,9311614817,A00645
P03515,9628451155,A00977
P03516,9470703820,A01064
P03517,9665003192,A00244
P03518,9122536734,A01346
P03519,9227167163,A01214
P03520,9332063552,A01276
P03521,9164016316,A01107
P03522,9557216838,A01854
P03523,9492994026,A00201
P03524,9409020008,A00789
P03525,9694300912,A00194
P03526,9873993081,A01864
P03527,9641719034,A01851
P03528,9156378162,A01977
P03529,9482351628,A00571
P03530,9725533571,A00442
P03531,9565632304,A01657
P03532,9283487656,A01585
P03533,9246909171,A00182
P03534,9197834585,A00044
P03535,9196281041,A01039
P03536,9596025090,A00065
P03537,9574466780,A00884
P03538,9639056173,A00084
P03539,9231028904,A00158
P03540,9470049057,A01583
P03541,9482084019,A01558
P03542,9858925754,A01868
P03543,9103806091,A00489
P03544,9197994243,A01647
P03545,9683699529,A00722
P03546,9664255512,A00799
P03547,9392054033,A01326
P03548,9492749402,A00700
P03549,9279915261,A00312
P03550,9953245145,A00228
P03551,9880442805,A01773
P03552,9574951576,A01907
P03553,9967393886,A01203
P03554,9362921191,A01014
P03555,9299176287,A01989
P03556,9754394756,A00562
P03557,9800310868,A00267
P03558,9411515694,A01132
P03559,9403039026,A00735
P03560,9435033233,A01616
P03561,9331883581,A01691
P03562,9602386339,A01209
P03563,9360780158,A01184
P03564,9797169478,A01754
P03565,9662540499,A01362
P03566,9370252097,A00041
P03567,9649350322,A01922
P03568,9289193908,A01995
P03569,9499739389,A00114
P03570,9820675695,A00103
P03571,9318146664,A00923
P03572,9195485351,A01509
P03573,9798113359,A01576
P03574,9575107191,A00226
P03575,9665063093,A00310
P03576,9976744832,A01848
P03577,9208568114,A01023
P03578,9720973485,A00261
P03579,9358632045,A01504
P03580,9210284876,A00901
P03581,9815144463,A01130
P03582,9664493041,A00642
P03583,9762409155,A00560
P03584,9791085206,A00972
P03585,9535715732,A01196
P03586,9996499084,A01244
P03587,9487443937,A00724
P03588,9317221382,A00982
P03589,9647152979,A00187
P03590,9999359358,A00706
P03591,9827957065,A00040
P03592,9784053674,A01767
P03593,9673082928,A01500
P03594,9911277388,A01995
P03595,9991066154,A01572
P03596,9388033912,A00792
P03597,9530232887,A00022
P03598,9826044900,A01288
P03599,9199237546,A00492
P03600,9456294861,A00686
P03601,9267259123,A00663
P03602,9397324782,A00815
P03603,9193211749,A01601
P03604,9446796832,A01110
P03605,9997128735,A00919
P03606,9644816146,A00299
P03607,9935279266,A00560
P03608,9644564861,A01629
P03609,9498515203,A01287
P03610,9428338802,A00300
P03611,9764249452,A01054
P03612,9550249972,A01229
P03613,9180842812,A00328
P03614,9224710707,A00729
P03615,9652787279,A00341
P03616,9187926955,A00322
P03617,9318038693,A01879
P03618,9430120469,A01726
P03619,9784716280,A00165
P03620,9272510893,A01761
P03621,9451569854,A00305
P03622,9817228655,A00413
P03623,9124591633,A01691
P03624,9324540424,A00264
P03625,9890323167,A00710
P03626,9562088119,A01310
P03627,9714723145,A00289
P03628,9998006449,A01472
P03629,9502082063,A01701
P03630,9729184918,A00471
P03631,9633071515,A01763
P03632,9447635985,A00456
P03633,9298987647,A01460
P03634,9338875531,A00804
P03635,9395389445,A01369
P03636,9501318291,A01497
P03637,9306101526,A01329
P03638,9225892311,A00713
P03639,9856404574,A00585
P03640,9476898307,A01063
P03641,9809859176,A00488
P03642,9295353148,A01595
P03643,9236621839,A01152
P03644,9182304077,A00347
P03645,9593163971,A00029
P03646,9372783751,A01441
P03647,9732434046,A00438
P03648,9786052986,A01874
P03649,9544744055,A00559
P03650,9268719325,A00240
P03651,9796173542,A00903
P03652,9760880843,A00297
P03653,9655072256,A00619
P03654,9128082225,A00160
P03655,9931204124,A01324
P03656,9685876405,A01818
P03657,9785108697,A01855
P03658,9457224408,A00894
P03659,9770659724,A01753
P03660,9479486266,A01233
P03661,9158120874,A01422
P03662,9817526442,A00935
P03663,9753904516,A01560
P03664,9420695178,A00318
P03665,9924320910,A00765
P03666,9684129978,A01793
P03667,9397789139,A00228
P03668,9113109717,A00313
P03669,9862679870,A00599
P03670,9661864891,A01661
P03671,9807908289,A00392
P03672,9686848305,A01932
P03673,9898901672,A00538
P03674,9713310360,A00090
P03675,9910263791,A01457
P03676,9946087782,A01107
P03677,9903059474,A01454
P03678,9122257768,A01953
P03679,9630081110,A00423
P03680,9919379606,A00273
P03681,9616534706,A00720
P03682,9616663919,A01345
P03683,9651730942,A00076
P03684,9271552333,A01380
P03685,9232000721,A01757
P03686,9361264030,A01421
P03687,9211357785,A01232
P03688,9775401527,A00659
P03689,9156361406,A00629
P03690,9783268935,A01490
P03691,9410158255,A00565
P03692,9171491694,A01438
P03693,9580049592,A00438
P03694,9966992265,A00275
P03695,9280592998,A01486
P03696,9106150331,A01058
P03697,9248469561,A01688
P03698,9934373708,A01289
P03699,9148187937,A00344
P03700,9612739194,A01006
P03701,9676793063,A01731
P03702,9982647952,A00329
P03703,9694260411,A00055
P03704,9204282056,A00520
P03705,9960287621,A01894
P03706,9914658488,A01511
P03707,9741712712,A00663
P03708,9473415141,A00736
P03709,9794778367,A00781
P03710,9290500051,A00093
P03711,9468581613,A00235
P03712,9893759930,A00397
P03713,9895928562,A00136
P03714,9488589260,A00143
P03715,9261051503,A01132
P03716,9334942046,A00890
P03717,9572312680,A01695
P03718,9830016486,A01339
P03719,9322306893,A01345
P03720,9897997340,A01804
P03721,9402630634,A00081
P03722,9939720742,A01257
P03723,9668088006,A01611
P03724,9765841385,A00668
P03725,9259074232,A00709
P03726,9497515200,A01448
P03727,9860877538,A01190
P03728,9734144031,A01168
P03729,9199815621,A01188
P03730,9570971409,A01546
P03731,9697833250,A00280
P03732,9383447283,A01053
P03733,9819036030,A01073
P03734,9762619331,A00915
P03735,9902751014,A00902
P03736,9734675845,A01548
P03737,9840038812,A01935
P03738,9361844701,A00513
P03739,9761889014,A00049
P03740,9143000745,A01221
P03741,9534954983,A01974
P03742,9965778823,A00982
P03743,9588524974,A01276
P03744,9817430555,A01878
P03745,9253120129,A00579
P03746,9404627526,A01006
P03747,9608598000,A01797
P03748,9933453972,A01912
P03749,9644495925,A01683
P03750,9169726110,A00319
P03751,9823105457,A01963
P03752,9706668202,A00535
P03753,9597906286,A01930
P03754,9491490586,A00797
P03755,9985474282,A01819
P03756,9442844439,A01219
P03757,9294639920,A01812
P03758,9130331086,A01046
P03759,9379349477,A01840
P03760,9673772566,A01096
P03761,9354497343,A00224
P03762,9971778102,A01031
P03763,9595134645,A00498
P03764,9886302949,A00306
P03765,9919951513,A01913
P03766,9714434810,A00168
P03767,9831839034,A00238
P03768,9465414038,A00767
P03769,9448341293,A00465
P03770,9928058408,A00243
P03771,9525884578,A01125
P03772,9261511287,A01797
P03773,9273866276,A01122
P03774,9694391322,A00888
P03775,9304418113,A01590
P03776,9267801301,A00836
P03777,9879250461,A00368
P03778,9935564119,A01534
P03779,9105462759,A01979
P03780,9272118793,A01810
P03781,9743825798,A01729
P03782,9128186952,A00472
P03783,9276780082,A00153
P03784,9311520459,A01523
P03785,9812904304,A00238
P03786,9615614920,A00554
P03787,9411778869,A00324
P03788,9289011651,A00628
P03789,9531484363,A00198
P03790,9560526150,A01722
P03791,9118055199,A01447
P03792,9178246731,A01405
P03793,9631816060,A00657
P03794,9509842334,A01642
P03795,9728396977,A01049
P03796,9413670863,A01889
P03797,9524731405,A00110
P03798,9687465690,A00320
P03799,9777906867,A00491
P03800,9160368209,A01628
P03801,9263988020,A00413
P03802,9553361562,A01718
P03803,9445817777,A01174
P03804,9354882000,A00911
P03805,9433080594,A01331
P03806,9122596193,A00811
P03807,9740326766,A01302
P03808,9915720168,A00493
P03809,9975211934,A01407
P03810,9985283356,A00520
P03811,9132187044,A00296
P03812,9556775690,A00593
P03813,9776900980,A01866
P03814,9793612506,A00462
P03815,9764472725,A01384
P03816,9901195751,A00772
P03817,9182190028,A01730
P03818,9972662626,A00834
P03819,9240355331,A00427
P03820,9616170602,A01843
P03821,9253804195,A01197
P03822,9537900287,A01253
P03823,9652931353,A01332
P03824,9970136295,A00225
P03825,9833838209,A01269
P03826,9746300945,A00037
P03827,9781479160,A00237
P03828,9717177188,A01261
P03829,9483120920,A00005
P03830,9245876288,A00337
P03831,9899081826,A00876
P03832,9854407633,A01647
P03833,9457166129,A00137
P03834,9548393489,A01000
P03835,9449421827,A00334
P03836,9514053454,A01384
P03837,9422629154,A01674
P03838,9508682027,A01596
P03839,9284012534,A01546
P03840,9709882926,A00339
P03841,9772326072,A01218
P03842,9860352273,A00013
P03843,9673674432,A00803
P03844,9529137471,A00993
P03845,9556291149,A01723
P03846,9270654163,A01345
P03847,9380481904,A01904
P03848,9566907133,A00429
P03849,9840146209,A00190
P03850,9352865976,A00918
P03851,9752123687,A01973
P03852,9427672032,A00063
P03853,9872647646,A01933
P03854,9527114052,A00919
P03855,9929474063,A00972
P03856,9936064596,A00411
P03857,9738644816,A01181
P03858,9746738126,A01390
P03859,9678747286,A01140
P03860,9375501341,A01737
P03861,9965916064,A01874
P03862,9999735542,A01124
P03863,9136244593,A00955
P03864,9627650941,A00949
P03865,9205817971,A01303
P03866,9329571043,A01197
P03867,9152879015,A01781
P03868,9910196986,A01203
P03869,9496996855,A01562
P03870,9976342204,A01040
P03871,9208701396,A00224
P03872,9961989726,A00333
P03873,9689081473,A00850
P03874,9864992677,A01517
P03875,9800987329,A01438
P03876,9184912496,A01461
P03877,9782504367,A01360
P03878,9785697859,A01984
P03879,9414734646,A00111
P03880,9990497521,A00368
P03881,9934755489,A00656
P03882,9350349661,A01512
P03883,9345886842,A01163
P03884,9363794422,A00811
P03885,9346830453,A00976
P03886,9330411318,A01128
P03887,9237294005,A00983
P03888,9977508252,A01651
P03889,9631293327,A01593
P03890,9882963360,A01553
P03891,9336108281,A00066
P03892,9921141141,A01197
P03893,9530805357,A01137
P03894,9538546534,A01824
P03895,9123824004,A01588
P03896,9722986952,A00131
P03897,9608701183,A01922
P03898,9432983684,A01652
P03899,9260525554,A01274
P03900,9251727724,A01855
P03901,9534384172,A00441
P03902,9511029552,A01048
P03903,9301922408,A00602
P03904,9455149678,A01047
P03905,9652461995,A01682
P03906,9618675783,A00264
P03907,9548058756,A00522
P03908,9610085845,A00206
P03909,9391125259,A00654
P03910,9761961311,A00937
P03911,9585020269,A01513
P03912,9247634937,A00771
P03913,9595489254,A01258
P03914,9376357092,A00153
P03915,9334810966,A00688
P03916,9152363865,A00642
P03917,9679564661,A01957
P03918,9508846016,A01165
P03919,9754167112,A00734
P03920,9583269214,A01883
P03921,9708895923,A01918
P03922,9327019496,A01770
P03923,9699294937,A00969
P03924,9505219116,A01840
P03925,9153221654,A01535
P03926,9586450058,A01449
P03927,9568260139,A01197
P03928,9970657120,A01552
P03929,9426391524,A01680
P03930,9630773916,A00256
P03931,9640676453,A00565
P03932,9662265779,A00489
P03933,9556487626,A01456
P03934,9462680020,A00052
P03935,9825706714,A01896
P03936,9389302342,A01556
P03937,9205598428,A00568
P03938,9360787544,A01171
P03939,9830746375,A01101
P03940,9819579537,A00061
P03941,9770939773,A00027
P03942,9180509015,A00489
P03943,9129504044,A00957
P03944,9610718931,A00809
P03945,9220344387,A01315
P03946,9576815439,A01619
P03947,9173241801,A00107
P03948,9748897568,A00285
P03949,9169301256,A00182
P03950,9782277061,A00379
P03951,9390782284,A00461
P03952,9955970289,A00740
P03953,9170665640,A00331
P03954,9267660300,A01893
P03955,9629206722,A01385
P03956,9961512789,A01680
P03957,9102529686,A01063
P03958,9956539680,A00257
P03959,9727036706,A00004
P03960,9794247061,A00607
P03961,9744802867,A00860
P03962,9905362801,A00483
P03963,9459470286,A00619
P03964,9232216781,A00565
P03965,9255400404,A01667
P03966,9312408503,A00546
P03967,9302025491,A00737
P03968,9940120966,A01790
P03969,9279196892,A00664
P03970,9968246724,A01829
P03971,9518000371,A00744
P03972,9150780645,A01240
P03973,9795002844,A00780
P03974,9472325608,A00273
P03975,9557041553,A00895
P03976,9713833127,A00624
P03977,9158001927,A01632
P03978,9886899562,A00249
P03979,9345637329,A00928
P03980,9572051334,A00426
P03981,9284295092,A01012
P03982,9698332611,A01521
P03983,9624105854,A00523
P03984,9785383365,A00181
P03985,9647152338,A00361
P03986,9811385286,A00850
P03987,9341999578,A00682
P03988,9672609528,A00555
P03989,9692706326,A00672
P03990,9288387626,A01936
P03991,9502694862,A01237
P03992,9965764706,A01683
P03993,9242967332,A01271
P03994,9103649485,A01626
P03995,9389088178,A00014
P03996,9154413813,A01038
P03997,9785693399,A01894
P03998,9443259745,A00350
P03999,9309482534,A00116
P04000,9103025447,A01311
